I0,PrvUpdataTime,SysTime,WriteTrjSysTime,WriteTrjCostTime,WriteInterval
16.0,100.0,8985.0,0.0,0.0,0.0
16.0,111.0,8995.5,0.0,0.0,0.0
16.0,121.0,9005.4,0.0,0.0,0.0
17.0,131.0,9015.5,0.0,0.0,0.0
17.0,141.0,9025.5,0.0,0.0,0.0
17.0,151.0,9035.6,0.0,0.0,0.0
17.0,161.0,9045.1,0.0,0.0,0.0
18.0,171.0,9055.5,0.0,0.0,0.0
18.0,185.0,9070.0,0.0,0.0,0.0
18.0,196.0,9080.0,0.0,0.0,0.0
18.0,205.0,9089.3,0.0,0.0,0.0
18.0,215.0,9100.0,0.0,0.0,0.0
19.0,225.0,9110.0,0.0,0.0,0.0
19.0,235.0,9119.4,0.0,0.0,0.0
19.0,246.0,9130.3,0.0,0.0,0.0
19.0,256.0,9140.4,0.0,0.0,0.0
19.0,266.0,9150.4,0.0,0.0,0.0
2.0,276.0,9160.7,9160.7,147.0,2.0
5.0,0.0,9317.3,0.0,0.0,0.0
5.0,8.0,9325.9,0.0,0.0,0.0
5.0,18.0,9335.7,0.0,0.0,0.0
6.0,28.0,9345.5,0.0,0.0,0.0
6.0,38.0,9355.6,0.0,0.0,0.0
6.0,47.0,9364.6,0.0,0.0,0.0
6.0,58.0,9375.4,0.0,0.0,0.0
6.0,68.0,9385.4,0.0,0.0,0.0
7.0,77.0,9394.9,0.0,0.0,0.0
7.0,88.0,9405.7,0.0,0.0,0.0
7.0,98.0,9415.5,0.0,0.0,0.0
7.0,108.0,9425.5,0.0,0.0,0.0
8.0,117.0,9434.9,0.0,0.0,0.0
8.0,128.0,9446.1,0.0,0.0,0.0
8.0,140.0,9457.7,0.0,0.0,0.0
8.0,148.0,9465.7,0.0,0.0,0.0
8.0,160.0,9477.5,0.0,0.0,0.0
9.0,169.0,9486.7,0.0,0.0,0.0
9.0,179.0,9497.3,0.0,0.0,0.0
9.0,188.0,9506.3,0.0,0.0,0.0
9.0,199.0,9517.2,0.0,0.0,0.0
10.0,208.0,9526.3,0.0,0.0,0.0
10.0,220.0,9538.0,0.0,0.0,0.0
10.0,230.0,9547.5,0.0,0.0,0.0
10.0,240.0,9557.6,0.0,0.0,0.0
10.0,250.0,9567.4,0.0,0.0,0.0
11.0,260.0,9577.4,9577.4,141.0,1.0
